Record_ID,Company_Type,D-U-N-S@_Number,Latitude,Line_of_Business,Longtitude,Manufacturing_Indicator,Subsidiary_Status,Web_Address_(URL),Year_of_Founding,Auditors,Location_Type,Physical_Address,Physical_City,Physical_Country/Region,Physical_County,Physical_State,Physical_Zipcode,Primary_NAICS_Code,Primary_NAICS_Description
951235923,Private,13-168-7517,36.803201,REPAIR SERVICES,-76.331705,Manufacturer,Non-Subsidiary,,2024,,Single Location,17 FAIRVIEW CIR S,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237021623,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
951235924,Private,13-222-8233,37.03114,REPAIR SERVICES,-76.41222,Manufacturer,Non-Subsidiary,WWW.PARAGONCLEANINGLLC.COM,2024,,Single Location,38 GUMWOOD DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236663941,561790,Other Services to Buildings and Dwellings
951235925,Private,13-780-3061,37.06478,REPAIR SERVICES,-76.34769,Manufacturer,Non-Subsidiary,,2025,,Single Location,1708 N KING ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691910,561790,Other Services to Buildings and Dwellings
951235926,Private,08-809-8987,36.853888,PHOTO PORTRAIT STUDIO,-76.336866,Manufacturer,Non-Subsidiary,BSPHOTOGRAPHS.BLOGSPOT.COM,2023,,Single Location,101 MT VERNON AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237071524,541921,"Photography Studios, Portrait"
951235927,Private,13-073-2314,36.79638,BEAUTY SHOP,-76.35396,Manufacturer,Non-Subsidiary,,2024,,Single Location,502 WEAVER CIR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237014133,812112,Beauty Salons
951235928,Private,12-920-2652,37.021279,LAWN/GARDEN SERVICES,-76.398737,Manufacturer,Non-Subsidiary,,2024,,Single Location,15 NORTHWOOD DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236611020,561730,Landscaping Services
951235929,Private,08-492-3169,36.826002,ANIMAL SERVICES,-76.335778,Manufacturer,Non-Subsidiary,,2023,,Single Location,2912 AMBLER AVE UNIT B,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237074586,812910,Pet Care (except Veterinary) Services
951235930,Private,13-337-1367,36.82261,REPAIR SERVICES,-76.34338,Manufacturer,Non-Subsidiary,,2024,,Single Location,3401 COMMONWEALTH AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237074409,811412,Appliance Repair and Maintenance
951235931,Private,12-947-8977,37.01897,LAWN/GARDEN SERVICES,-76.41586,Manufacturer,Non-Subsidiary,,2024,,Single Location,117 ETHEL DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664718,561730,Landscaping Services
951235932,Private,03-708-3683,37.018828,REPAIR SERVICES,-76.418261,Manufacturer,Non-Subsidiary,,2023,,Single Location,126 ARROLLTON DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664704,561790,Other Services to Buildings and Dwellings
951235933,Private,13-090-6391,37.02632,REPAIR SERVICES,-76.36067,Manufacturer,Non-Subsidiary,,2024,,Single Location,824 W QUEEN ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693951,561790,Other Services to Buildings and Dwellings
951235934,Private,12-332-5848,36.819989,LANDSCAPE SERVICES,-76.359234,Manufacturer,Non-Subsidiary,,2024,,Single Location,7 CALIFORNIA AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012504,541320,Landscape Architectural Services
951235935,Private,13-245-2752,37.08892,SHRUB/TREE SERVICES,-76.43209,Manufacturer,Non-Subsidiary,,2024,,Single Location,137 SAUNDERS RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661452,561730,Landscaping Services
951235936,Private,12-628-1378,37.037549,REPAIR SERVICES,-76.348538,Manufacturer,Non-Subsidiary,,2024,,Single Location,10 ROBINS WAY,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692787,561790,Other Services to Buildings and Dwellings
951235937,Private,12-875-3713,36.998009,LAWN/GARDEN SERVICES,-76.38932,Manufacturer,Non-Subsidiary,,2024,,Single Location,300 HOLLYWOOD AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236612504,561730,Landscaping Services
951235938,Private,13-218-3602,37.05394,PHOTO PORTRAIT STUDIO,-76.34584,Manufacturer,Non-Subsidiary,,2024,,Single Location,7 RIVERCHASE DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692200,541921,"Photography Studios, Portrait"
951235939,Private,13-311-3904,36.7993,LANDSCAPE SERVICES,-76.3375,Manufacturer,Non-Subsidiary,,2024,,Single Location,119 MARLBORO RD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237021931,541320,Landscape Architectural Services
951235940,Private,13-300-1333,37.01695,LANDSCAPE SERVICES,-76.41868,Manufacturer,Non-Subsidiary,,2024,,Single Location,102 BOWEN DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664708,541320,Landscape Architectural Services
951235941,Private,11-992-0398,37.001453,PHOTO PORTRAIT STUDIO,-76.391167,Manufacturer,Non-Subsidiary,,2023,,Single Location,395 CATALPA AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236612655,541921,"Photography Studios, Portrait"
951235942,Private,13-062-8176,36.86247,GENERAL AUTO REPAIR,-76.34839,Manufacturer,Non-Subsidiary,,2024,,Single Location,3417 ANGLER ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237032301,811111,General Automotive Repair
951235943,Private,13-310-8412,36.85258,MISC PERSONAL SERVICES,-76.33485,Manufacturer,Non-Subsidiary,,2024,,Single Location,146 MARYLAND AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237071508,812990,All Other Personal Services
951235944,Private,13-336-2360,37.06468,LAWN/GARDEN SERVICES,-76.42284,Manufacturer,Non-Subsidiary,,2024,,Single Location,35 ROTHERHAM LN,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661473,561730,Landscaping Services
951235945,Private,13-009-6792,37.05579,ANIMAL SERVICES,-76.39489,Manufacturer,Non-Subsidiary,,2024,,Single Location,1338 VANASSE CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662566,812910,Pet Care (except Veterinary) Services
951235946,Private,12-595-0049,37.03081,LAWN/GARDEN SERVICES,-76.343674,Manufacturer,Non-Subsidiary,,2024,,Single Location,115 E PEMBROKE AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693142,561730,Landscaping Services
951235947,Private,12-924-3936,37.050828,PHOTO PORTRAIT STUDIO,-76.292532,Manufacturer,Non-Subsidiary,,2024,,Single Location,429 HUNLAC AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236641523,541921,"Photography Studios, Portrait"
951235948,Private,13-311-0983,37.01852,ANIMAL SERVICES,-76.41506,Manufacturer,Non-Subsidiary,,2024,,Single Location,110 ETHEL DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664719,812910,Pet Care (except Veterinary) Services
951235949,Private,13-325-7461,37.05345,REPAIR SERVICES,-76.41163,Manufacturer,Non-Subsidiary,,2024,,Single Location,321 LYNNHAVEN DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662348,561790,Other Services to Buildings and Dwellings
951235950,Private,13-061-4904,37.04841,REPAIR SERVICES,-76.30476,Manufacturer,Non-Subsidiary,WWW.PARAGONCLEANINGLLC.COM,2024,,Single Location,2006 NEWTON RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236631021,561790,Other Services to Buildings and Dwellings
951235951,Private,12-880-0507,36.823813,REPAIR SERVICES,-76.310347,Manufacturer,Non-Subsidiary,,2024,,Single Location,120 GILMERTON AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237045622,561790,Other Services to Buildings and Dwellings
951235952,Private,12-946-0843,37.08284,LAWN/GARDEN SERVICES,-76.43758,Manufacturer,Non-Subsidiary,,2024,,Single Location,102 SANDY LAKE DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236665522,561730,Landscaping Services
951235953,Private,13-190-0710,36.83629,REPAIR SERVICES,-76.33537,Manufacturer,Non-Subsidiary,,2024,,Single Location,1103 MT VERNON AVE APT G,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237073500,561790,Other Services to Buildings and Dwellings
951235954,Private,13-300-1736,36.82292,REPAIR SERVICES,-76.36133,Manufacturer,Non-Subsidiary,,2024,,Single Location,58 HARVARD RD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012023,561790,Other Services to Buildings and Dwellings
951235955,Private,13-344-4317,36.80207,LAWN/GARDEN SERVICES,-76.36771,Manufacturer,Non-Subsidiary,,2024,,Single Location,1625 DARREN CIR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237013103,561730,Landscaping Services
951235956,Private,13-781-6137,37.04567,ANIMAL SERVICES,-76.42298,Manufacturer,Non-Subsidiary,,2025,,Single Location,828 BERKSHIRE TER,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662155,812910,Pet Care (except Veterinary) Services
951235957,Private,13-230-1838,36.79637,REPAIR SERVICES,-76.31726,Manufacturer,Non-Subsidiary,,2024,,Single Location,116 HARRIS RD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237023212,561790,Other Services to Buildings and Dwellings
951235958,Private,13-300-6696,37.05542,REPAIR SERVICES,-76.30873,Manufacturer,Non-Subsidiary,,2024,,Single Location,8 CAMELLIA LN,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236632501,561790,Other Services to Buildings and Dwellings
951235959,Private,13-062-4220,36.833892,REPAIR SERVICES,-76.337275,Manufacturer,Non-Subsidiary,,2024,,Single Location,2824 CHANCELLOR ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237073506,561790,Other Services to Buildings and Dwellings
951235960,Private,13-299-0986,36.85868,PHOTO PORTRAIT STUDIO,-76.35742,Manufacturer,Non-Subsidiary,,2024,,Single Location,9 WATCH WATER CLOSE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237032276,541921,"Photography Studios, Portrait"
951235961,Private,13-298-9296,36.82303,LANDSCAPE SERVICES,-76.37752,Manufacturer,Non-Subsidiary,,2024,,Single Location,5609 VICK ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237011554,541320,Landscape Architectural Services
951235962,Private,04-198-3566,36.818769,REPAIR SERVICES,-76.3094,Manufacturer,Non-Subsidiary,,2023,,Single Location,2700 PEACH ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237047027,561790,Other Services to Buildings and Dwellings
951235963,Private,13-092-4919,37.02093,REPAIR SERVICES,-76.40737,Manufacturer,Non-Subsidiary,,2024,,Single Location,39 WESTBRIAR DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664764,561790,Other Services to Buildings and Dwellings
951235964,Private,10-554-5170,37.027544,REPAIR SERVICES,-76.366059,Manufacturer,Non-Subsidiary,,2023,,Single Location,156 MICHIGAN DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693825,561790,Other Services to Buildings and Dwellings
951235965,Private,11-629-3260,37.053499,BEAUTY SHOP,-76.399091,Manufacturer,Non-Subsidiary,,2023,,Single Location,5313 TERRELL LN,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236665869,812112,Beauty Salons
951235966,Private,13-299-7264,36.83672,REPAIR SERVICES,-76.34242,Manufacturer,Non-Subsidiary,,2024,,Single Location,2503 OAKLEAF PL APT 202,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237072607,561790,Other Services to Buildings and Dwellings
951235967,Private,13-310-6755,36.83326,REPAIR SERVICES,-76.34861,Manufacturer,Non-Subsidiary,,2024,,Single Location,3725 KING ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237073115,561790,Other Services to Buildings and Dwellings
951235968,Private,13-311-4412,37.06238,REPAIR SERVICES,-76.37683,Manufacturer,Non-Subsidiary,,2024,,Single Location,23 DIGGS DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661710,561790,Other Services to Buildings and Dwellings
951235969,Private,13-298-2421,36.79727,REUPHOLSTERY/FURNITURE REPAIR,-76.32168,Manufacturer,Non-Subsidiary,,2024,,Single Location,40 FISKE ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237023025,811420,Reupholstery and Furniture Repair
951235970,Private,13-230-6470,37.02208,GENERAL CROP FARM,-76.31385,Manufacturer,Non-Subsidiary,,2024,,Single Location,111 E VIRGINIA AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236631619,111998,All Other Miscellaneous Crop Farming
951235971,Private,13-160-3857,36.823541,REPAIR SERVICES,-76.317995,Manufacturer,Non-Subsidiary,,2024,,Single Location,1918 LANSING AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237045434,811412,Appliance Repair and Maintenance
951235972,Private,12-691-6701,36.797151,REPAIR SERVICES,-76.342636,Manufacturer,Non-Subsidiary,,2024,,Single Location,128 FRANCIS ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237021852,811412,Appliance Repair and Maintenance
951235973,Private,12-754-4003,37.073252,MISC PERSONAL SERVICES,-76.317274,Manufacturer,Non-Subsidiary,,2024,,Single Location,3 SUGARBERRY RUN,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691073,812199,Other Personal Care Services
951235974,Private,04-320-7979,37.045539,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.346113,Manufacturer,Non-Subsidiary,,2021,,Single Location,532 JONQUIL LN,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692163,236115,New Single-Family Housing Construction (except For-Sale Builders)
951235975,Private,12-388-1283,37.06486,LAWN/GARDEN SERVICES,-76.34729,Manufacturer,Non-Subsidiary,,2024,,Single Location,1817 OLDE BUCKINGHAM RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691916,561730,Landscaping Services
951235976,Private,10-567-4448,36.990348,WELDING REPAIR,-76.388169,Manufacturer,Non-Subsidiary,,2023,,Single Location,702 BLAIR AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236613107,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
951235977,Private,08-823-6945,37.024818,LAWN/GARDEN SERVICES,-76.39537,Manufacturer,Non-Subsidiary,,2023,,Single Location,14 EVANS ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693619,561730,Landscaping Services
951235978,Private,09-577-9577,36.870919,REPAIR SERVICES,-76.396001,Manufacturer,Non-Subsidiary,,2023,,Single Location,3616 BOWDEN ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237033113,561790,Other Services to Buildings and Dwellings
951235979,Private,08-877-9382,36.849793,LAWN/GARDEN SERVICES,-76.37916,Manufacturer,Non-Subsidiary,,2023,,Single Location,3122 STERLING POINT DR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237034801,561730,Landscaping Services
951235980,Private,10-570-9126,37.04566,REPAIR SERVICES,-76.352514,Manufacturer,Non-Subsidiary,,2023,,Single Location,125 RANSONE ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692514,561790,Other Services to Buildings and Dwellings
951235981,Private,13-158-4835,37.040776,LANDSCAPE SERVICES,-76.297697,Manufacturer,Non-Subsidiary,,2024,,Single Location,338 ATLANTIC AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236641125,541320,Landscape Architectural Services
951235982,Private,13-160-9076,36.815739,REPAIR SERVICES,-76.369478,Manufacturer,Non-Subsidiary,,2024,,Single Location,621 DUNEDIN RD APT F,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012338,561790,Other Services to Buildings and Dwellings
951235983,Private,05-512-5309,37.055544,BEAUTY SHOP,-76.30954,Manufacturer,Non-Subsidiary,,2023,,Single Location,31 LAVENDER TRCE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236631193,812112,Beauty Salons
951235984,Private,07-089-8954,36.81951,LANDSCAPE SERVICES,-76.33521,Manufacturer,Non-Subsidiary,WWW.JGMLANDSCAPESERVICES.COM,2023,,Single Location,2704 ARCADIA AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237046002,541320,Landscape Architectural Services
951235985,Private,06-578-4455,36.819629,REPAIR SERVICES,-76.3074,Manufacturer,Non-Subsidiary,,2023,,Single Location,2513 CHESTNUT ST APT 1,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237046507,561790,Other Services to Buildings and Dwellings
951235986,Private,03-747-8600,37.050077,MISC PERSONAL SERVICES,-76.342079,Manufacturer,Non-Subsidiary,,2023,,Single Location,61 LONGWOOD DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692325,812990,All Other Personal Services
951235987,Private,08-603-8703,37.063142,GENERAL ANIMAL FARM,-76.292888,Manufacturer,Non-Subsidiary,,2023,,Single Location,116 TEMPLE ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236641823,112990,All Other Animal Production
951235988,Private,08-872-8660,37.033331,REPAIR SERVICES,-76.420941,Manufacturer,Non-Subsidiary,,2023,,Single Location,2907 LETA CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664934,561790,Other Services to Buildings and Dwellings
951235989,Private,10-306-4183,36.833034,LAWN/GARDEN SERVICES,-76.358029,Manufacturer,Non-Subsidiary,,2023,,Single Location,4407 KING ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237072213,561730,Landscaping Services
951235990,Private,05-563-1486,37.021119,BEAUTY SHOP,-76.321488,Manufacturer,Non-Subsidiary,,2023,,Single Location,229 LIBBY ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236632255,812112,Beauty Salons
951235991,Private,03-973-4513,36.824926,REPAIR SERVICES,-76.318953,Manufacturer,Non-Subsidiary,,2023,,Single Location,1714 DES MOINES AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237044306,561790,Other Services to Buildings and Dwellings
951235992,Private,13-061-8704,37.00753,REPAIR SERVICES,-76.35545,Manufacturer,Non-Subsidiary,,2024,,Single Location,147 ARMSTRONG DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236694601,561790,Other Services to Buildings and Dwellings
951235993,Private,13-170-2133,36.86584,PHOTO PORTRAIT STUDIO,-76.354255,Manufacturer,Non-Subsidiary,,2024,,Single Location,4207 GAIL CT,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237032341,541921,"Photography Studios, Portrait"
951235994,Private,12-202-7643,37.008838,LOCAL TRUCKING OPERATOR,-76.381007,Manufacturer,Non-Subsidiary,,2021,,Single Location,615 POWHATAN PKWY,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236612402,484110,"General Freight Trucking, Local"
951235995,Private,11-970-9162,36.84495,MANAGEMENT CONSULTING SERVICES,-76.31675,Manufacturer,Non-Subsidiary,,2021,,Single Location,1503 MATHEWS TER,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237041720,541614,"Process, Physical Distribution, and Logistics Consulting Services"
951235996,Private,09-576-5031,37.080784,ENTERTAINER/ENTERTAINMENT GROUP,-76.446041,Manufacturer,Non-Subsidiary,,2023,,Single Location,401 WESTVIEW DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236665582,711510,"Independent Artists, Writers, and Performers"
951235997,Private,13-158-6394,36.849235,AMUSEMENT/RECREATION SERVICES,-76.347823,Manufacturer,Non-Subsidiary,WWW.GENERATIONJIUJITSU.COM,2024,,Single Location,5 LLEWELLYN ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237071009,611620,Sports and Recreation Instruction
951235998,Private,88-483-4776,37.056431,AMUSEMENT/RECREATION SERVICES,-76.30034,Manufacturer,Non-Subsidiary,WWW.RISING-LOTUS-YOGA.COM,2024,,Single Location,1774 OLD BUCKROE RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236641620,611620,Sports and Recreation Instruction
951235999,Private,12-566-2685,37.054529,LOCAL TRUCKING OPERATOR,-76.421019,Manufacturer,Non-Subsidiary,,2023,,Single Location,17 WOODSMAN RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662162,484110,"General Freight Trucking, Local"
951236000,Private,12-195-5010,36.888042,RET WOMEN'S CLOTHING,-76.404194,Manufacturer,Non-Subsidiary,,2021,,Single Location,4049 LONG POINT BLVD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237035348,458110,
951236001,Private,11-919-4672,36.825102,LANDSCAPE SERVICES,-76.311254,Manufacturer,Non-Subsidiary,,2024,,Single Location,1801 PRENTIS AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237044635,541320,Landscape Architectural Services
951236002,Private,12-315-0488,36.833245,PHOTO PORTRAIT STUDIO,-76.376053,Manufacturer,Non-Subsidiary,,2024,,Single Location,110 SHORE DR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237011239,541921,"Photography Studios, Portrait"
951236003,Private,11-928-4980,36.87803,REPAIR SERVICES,-76.39935,Manufacturer,Non-Subsidiary,,2024,,Single Location,3838 HEADWIND LN,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237035335,561790,Other Services to Buildings and Dwellings
951236004,Private,13-409-6709,36.80219,PHYSICAL FITNESS FACILITY,-76.34754,Manufacturer,Non-Subsidiary,,2024,,Single Location,517 WATER LILLY RD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237010017,713940,Fitness and Recreational Sports Centers
951236005,Private,13-300-0577,37.05163,PHYSICAL FITNESS FACILITY,-76.3082,Manufacturer,Non-Subsidiary,,2024,,Single Location,45 MANILLA CIR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691698,713940,Fitness and Recreational Sports Centers
951236006,Private,13-477-5320,37.05084,PHYSICAL FITNESS FACILITY,-76.35391,Manufacturer,Non-Subsidiary,,2024,,Single Location,257 W GILBERT ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692521,713940,Fitness and Recreational Sports Centers
951236007,Private,13-326-8323,36.81287,AMUSEMENT/RECREATION SERVICES,-76.3986,Manufacturer,Non-Subsidiary,,2024,,Single Location,16 EARLY DR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237011618,711219,Other Spectator Sports
951236008,Private,13-218-6892,37.0443,PHYSICAL FITNESS FACILITY,-76.41366,Manufacturer,Non-Subsidiary,,2024,,Single Location,130 SPRINGDALE WAY,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662257,713940,Fitness and Recreational Sports Centers
951236009,Private,13-311-1246,36.82644,AMUSEMENT/RECREATION SERVICES,-76.31284,Manufacturer,Non-Subsidiary,,2024,,Single Location,1604 ELM AVE UNIT D,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237044508,611620,Sports and Recreation Instruction
951236010,Private,13-921-1435,37.04943,ENTERTAINER/ENTERTAINMENT GROUP,-76.36836,Manufacturer,Non-Subsidiary,,2025,,Single Location,24 WHEATLAND DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236663525,711510,"Independent Artists, Writers, and Performers"
951236011,Private,13-740-1807,37.05197,ENTERTAINER/ENTERTAINMENT GROUP,-76.31336,Manufacturer,Non-Subsidiary,,2025,,Single Location,65 GLASCOW WAY,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236695517,711510,"Independent Artists, Writers, and Performers"
951236012,Private,13-331-7707,37.04698,ENTERTAINER/ENTERTAINMENT GROUP,-76.33509,Manufacturer,Non-Subsidiary,,2024,,Single Location,37 EASTMORELAND DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692303,711510,"Independent Artists, Writers, and Performers"
951236013,Private,13-922-5384,37.06142,AMUSEMENT/RECREATION SERVICES,-76.4407,Manufacturer,Non-Subsidiary,,2025,,Single Location,5 STEELER CIR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236665026,711219,Other Spectator Sports
951236014,Private,13-945-2670,36.79768,ENTERTAINER/ENTERTAINMENT GROUP,-76.3301,Manufacturer,Non-Subsidiary,,2025,,Single Location,329 STARBOARD ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237021949,711510,"Independent Artists, Writers, and Performers"
